word_from_dataset,matched_main_word,similarity_score
appendicectomy,stone,0.07463670693348873
applesauce,rock,0.06903405283765436
appellative,light,0.08918104718279911
applicator,stone,0.09118333601457086
apprehensiveness,plague,0.08011528258463471
appeal,sound,0.12680708799164833
appropriator,stone,0.07414485660652972
applique,stone,0.12636642528498973
approach,shield,0.14049103194185789
appurtenance,light,0.07966707207706132
apperception,shadow,0.09913504698982975
appointment,stone,0.09394568745730238
april,stone,0.0748128489046445
apteryx,stone,0.060127861423080096
apsides,shadow,0.099533354197681
arabian,light,0.07283161860105879
aqua,light,0.13306006877568965
aquilegia,star,0.06463518231400024
apposition,stone,0.10988792054499122
arborolatry,stone,0.06232210010927369
arbitrement,shadow,0.07276166983960913
archaicism,shadow,0.10480305846363175
arch,stone,0.11954756036759454
arches,rock,0.10468166359800031
ardor,flame,0.11154154978060704
argentinian,sound,0.048457691486651334
archipelago,sound,0.09671623668411972
argive,stone,0.0985979589892325
arguer,stone,0.06647878719157901
argentine,stone,0.09959333049475179
ardisia,stone,0.08527444319412272
argentine,stone,0.09494407413395631
ariana,light,0.05987475398428219
archive,sound,0.08344346993560721
arithmetician,twig,0.053540505647404577
arles,light,0.06400087273829373
arizona,rock,0.06296618688167505
armenian,rock,0.05029121386977896
armful,light,0.08944226379764088
arrival,sound,0.11545433865773794
armrest,shield,0.11631573844561083
armlet,shield,0.18105589481059575
arrogance,plague,0.07077830495312991
arpent,stone,0.0770475750013182
arnold,stone,0.038407509735616165
arsenate,stone,0.10799643161524677
arulo,light,0.10710297252046067
arthur,rock,0.05879395386768714
article,rock,0.1282944163324443
artificer,light,0.07212580368990588
asceticism,rock,0.06659368527845627
ascendent,shadow,0.10237781748582755
asdic,sound,0.15031914468543162
ascendant,stone,0.10350149360024026
asparagus,stone,0.05977522576436801
asian,light,0.056743714911911956
asiatic,shield,0.11676811663036703
asperity,rock,0.09220386830983275
aspirant,stone,0.09911166880753018
assault,shield,0.1253435243248388
assent,sound,0.09035104156897995
aside,light,0.11515204961887796
asseveration,rock,0.08149831864355178
assembly,stone,0.09189300611049
astonishment,light,0.07600743967326559
assurance,shield,0.058438772056156135
ash,flame,0.13160991537004121
astarte,star,0.2223232263445563
associate,shield,0.10575582949696481
astringent,stone,0.12651032626287748
astor,stone,0.09406247150006865
attacker,echo,0.06612734843033603
attendant,shadow,0.06506737148448782
attack,stone,0.15646324260184655
attractiveness,shadow,0.10045434913412082
attribute,stone,0.13430631393537698
attempt,light,0.09639339583948352
audition,stone,0.07376713950726199
augur,stone,0.07745913404574893
aurelius,shield,0.04025514533733904
august,light,0.0762713626118828
august,stone,0.09218863308104466
auger,rock,0.071439971152094
austin,rock,0.06420562986575283
australian,shadow,0.05687543167106478
austrian,rock,0.05072552849347475
autobus,stone,0.0641366856157784
autochthon,shield,0.11061888568250355
autoerotism,shadow,0.08758237752793856
autobiography,star,0.07074502018171529
avail,light,0.09473798361782565
averment,rope,0.05913622436001132
avariciousness,rock,0.07884416548900035
avestan,rock,0.08478150495541457
avowal,sound,0.06796254175908456
avower,shield,0.07683836425098074
auxiliary,shield,0.11363478587677438
awe,shadow,0.07669666231409841
ax,shield,0.09900806297439546
avoidance,shield,0.09943179044205465
award,sound,0.08389726357605487
avocado,stone,0.09470844368109507
average,stone,0.07939616055400689
azerbaijani,light,0.04695310584513033
b,sound,0.13311878503615482
azure,light,0.12677213423051475
b,rock,0.10822756620505325
babbitt,shadow,0.06074716327251877
bach,stone,0.06677892690243463
back,rock,0.16528506991863617
backdown,wind,0.08505095226301017
babble,sound,0.12197550789617197
backspace,light,0.05616833817625457
badge,stone,0.08565303887776894
backup,shield,0.08087239268970658
baggageman,shield,0.04278179834379705
bagful,light,0.17989840472330998
backhand,rock,0.08159003343811146
baize,stone,0.06285216985033852
bag,light,0.21786729260410737
bairn,rock,0.08748673265982669
bakehouse,cure,0.06912759441788875
bakeshop,star,0.04576608477865573
badger,sound,0.08704935493239932
bait,cure,0.11303217374250225
baffle,sound,0.14712966955887982
bahamian,light,0.08724894543451943
balata,stone,0.0729445740033127
balker,light,0.09420145702390847
balance,light,0.10941054356416195
bale,sound,0.08701243005854008
baldwin,rock,0.06661955710741216
balladeer,rock,0.062187696996019136
ball,light,0.09481925740823319
ballup,light,0.10258212975056587
balk,light,0.10664883243312676
ban,light,0.08559725098241215
ban,cure,0.11485045289422202
baltimore,star,0.05948693610374226
banging,sound,0.09588343873955556
bang,wind,0.08334830782683578
bankrupt,light,0.08705365023077943
barbadian,sound,0.05482846692849751
bandbox,stone,0.10958386296150148
banns,stone,0.06389645564526589
band,rock,0.12822777404536675
baneberry,shield,0.07345841255427422
barbados,sound,0.07098737198143594
bantam,stone,0.1448612668230515
barb,stone,0.10140384392225295
bardolatry,plague,0.07897967275160088
barbecue,flame,0.16854805870771322
barbitone,rock,0.0765023869923643
bap,light,0.14124353831319109
bar,stone,0.08907001133018747
barnful,rock,0.07028554492524287
bargeman,stone,0.07398885416983891
barge,rock,0.08885192678636478
barrelful,stone,0.07544327469954384
barrack,rock,0.09493601819532123
barrage,stone,0.08492529102856658
bargain,shadow,0.08053516767918548
barrier,shadow,0.10234699220685271
barbel,stone,0.10517776579457461
barrow,stone,0.12775645214300602
baseball,wind,0.09513270341951012
basketball,stone,0.06606612924694999
basil,stone,0.06136782794326756
bash,sound,0.13022461948608569
basketful,light,0.10307590489309966
barretter,shield,0.10830038640720756
base,stone,0.08448333423567764
bath,sound,0.11575774478546659
basset,rock,0.061474281409179286
bath,sound,0.1337256536552142
batrachian,light,0.084251276603478
bdellium,stone,0.056440143766868255
beach,sound,0.0893039636092739
batten,stone,0.10738072189736536
beacon,light,0.1411478153471908
bats,stone,0.10850539661391759
bayard,light,0.07739963489625416
beadsman,sound,0.07476214345092892
beatitude,wind,0.08407430231653513
beano,rock,0.09059117119056267
beauteousness,light,0.10877322559438289
beatification,cure,0.08905628543776978
beck,stone,0.10607864152902852
beam,light,0.23802094952573133
beatrice,wind,0.05389054126769121
beau,shield,0.07143403470225493
beck,shadow,0.10436910225451533
beat,rock,0.1967665044343078
beating,sound,0.10181718467056344
beggar,shield,0.09699609137413936
beguiler,cure,0.07088187423321368
bear,light,0.09756820609222797
behalf,shield,0.12057105929425181
bedside,stone,0.0879068516358455
beeline,twig,0.06468278288368862
bel,stone,0.08227251709160899
belle,stone,0.07010279571629326
being,cure,0.1139537309699416
belgian,shield,0.062407019681937896
belligerent,light,0.0894988859306956
believability,light,0.06852853061941569
beloved,flame,0.07438758764921043
bellow,flame,0.19653007768328856
belch,sound,0.161925822364969
bell,sound,0.10085746578332976
bemusement,twig,0.07302609553235412
bellman,wind,0.07457557721113016
bellyful,stone,0.10010305982209754
bellyache,shield,0.11384927820696765
bend,shadow,0.12188359837637372
belshazzar,stone,0.06918372540697881
belling,sound,0.1777815341608225
benefactor,rope,0.05548234420631894
benison,stone,0.07090103956716118
benedict,light,0.06691124896087217
benevolence,shadow,0.06664994671890481
beneficence,rock,0.08455354633837658
benefit,shield,0.1024580423218904
belt,light,0.10242009822892573
ben,stone,0.0992281664851217
benedict,rock,0.07810346440730888
benton,light,0.0747005874055974
benjamin,rock,0.06554558948531801
bent,light,0.11338029453899044
bernard,stone,0.09900712031094581
bennet,stone,0.08237770694238634
bermudian,sound,0.0792337630553405
berg,rock,0.10561081421653108
bethel,stone,0.07083918122428953
bewilderment,twig,0.07067003969156048
betterment,cure,0.1288769192404765
bestiary,rock,0.07474686827586674
best,stone,0.10376021441021169
bet,sound,0.06397887527827334
bevel,shadow,0.0961394829988237
bewitchment,shadow,0.09659304340145104
betrothed,shadow,0.09029254327538874
bibliopolist,shield,0.04692706770524576
betters,stone,0.09671947848709476
bicycler,sound,0.04869875596710679
bicentennial,light,0.06923122253816656
bhutanese,shield,0.07046855686715821
bicyclist,shield,0.049561434522031406
bib,stone,0.1051364161932518
bigwig,shadow,0.0734546757761329
bijou,stone,0.13790460385069706
biff,light,0.11625547881252454
bike,light,0.06866672180535609
better,light,0.1061501867871986
bighorn,rock,0.07329833910425551
biliousness,cure,0.12545961730544297
bilberry,stone,0.10210220600365882
billet,stone,0.1217231425464933
billy,stone,0.06536664069581878
binge,cure,0.0789320540483737
bingo,light,0.07513955979164962
bin,stone,0.060182243650766375
bid,sound,0.07133646875816455
billow,sound,0.10340889284467794
bill,stone,0.1096871002351306
binary,stone,0.07874407119975795
birth,cure,0.10366455814191514
birthplace,plague,0.07296948476190375
blackball,shield,0.08614630355710202
blabber,cure,0.08746614912201676
bite,light,0.11140268457665088
blackguard,stone,0.10106398103074057
blackening,plague,0.1328973948786817
bit,sound,0.10317402668570752
black,light,0.21926285292756872
blackthorn,stone,0.1058435972511392
blame,shield,0.09071057972979867
blare,sound,0.23819617570395496
blair,light,0.06096626381576571
blake,stone,0.06461172446873038
blake,stone,0.0793609999816715
blast,wind,0.1567404235478762
blank,sound,0.11004071078516232
blemish,light,0.09226920080787286
blaze,flame,0.2715651774783649
blather,shield,0.0742040974956857
bleat,sound,0.22512795561917906
bleach,light,0.12897717321977858
blatherskite,stone,0.07442066809692575
blennioid,stone,0.09135458365189879
blanket,shield,0.13719905719286166
blend,cure,0.0915192336433786
blink,light,0.09007561982334318
blindfold,shield,0.11801120841797495
blight,cure,0.19264516822666272
blighter,light,0.1489356897243461
blair,sound,0.08816507195387319
blazon,sound,0.07025871384109712
blister,shield,0.12721060882803398
blockhead,twig,0.0916533112115625
bloat,cure,0.12854505173715863
blob,stone,0.07697373596629065
bloke,sound,0.07768009922269511
bloodroot,stone,0.07982161658560984
blind,light,0.16530784250110286
blowhard,shield,0.0646172776864353
blotch,light,0.11062634496039717
bloom,cure,0.1441634540496108
bludgeon,shield,0.11207172455837444
blot,light,0.10157116569373921
blubber,light,0.09858907425549313
blow,wind,0.18946353232412017
blunderer,cure,0.06579941368563162
blunder,shield,0.08667897064129694
block,rock,0.11459348125917915
blusterer,light,0.06466437768741096
boaster,cure,0.045681748757041195
bluff,light,0.11381405353204041
boatman,rock,0.0645016271545559
blur,shadow,0.10106314794967007
blowup,twig,0.09832459171756348
boatload,light,0.0833219256704983
boating,rock,0.0878885835361889
boast,light,0.0697331811854082
board,stone,0.11810461770077467
blush,flame,0.07663681602530714
bluster,cure,0.09248318424072552
bob,stone,0.1289202665893021
bob,stone,0.11389663724138294
boding,shadow,0.11946519537978555
bobby,stone,0.0812916448688148
bog,stone,0.08039790322666564
boatbuilder,stone,0.06781529073160597
boil,sound,0.1315601535487912
bobble,shadow,0.10535589773027257
boater,stone,0.09104195131448317
bolivian,rock,0.04572451263897263
boliviano,light,0.07332353466109756
bolt,rock,0.10789972214496674
bolo,stone,0.10292556270054411
bologna,stone,0.08819787227970402
bomb,star,0.09335404104080715
bolster,shield,0.07931582899438444
bombshell,plague,0.09491187049264967
bondsman,stone,0.07251073157440598
bonehead,light,0.07058841884952181
bobtail,stone,0.09127107453892251
bong,sound,0.2202315076799245
booklover,flame,0.04840665426797124
book,rock,0.09638125173164756
bookie,shield,0.06405815886747247
bookstall,stone,0.08451199829356701
boost,light,0.11091903935304814
boone,stone,0.08008972103636186
bookmark,shadow,0.08270179291338518
boom,sound,0.20032051827635822
bootes,star,0.0647767812131897
bootlicker,stone,0.08566487728285097
bootleg,light,0.06417921636405778
bordello,rock,0.04492896002741835
boo,sound,0.12702244252852724
bootblack,shield,0.07306886514296487
bone,stone,0.1364494596768091
bop,rock,0.2031975749140098
borate,stone,0.09874221639101437
borrower,shield,0.09075372155978456
bosk,shield,0.07802885733278922
border,sound,0.11678102877071436
boss,stone,0.12394976287980956
bottleful,stone,0.07166971075623065
bostonian,light,0.07464247997191543
botheration,plague,0.1191886727929936
bosun,rock,0.06727924628936464
bottle,stone,0.11446732625078711
blossom,sound,0.09948139754070598
botcher,stone,0.08608712054569517
borderline,cure,0.11137272644217049
bore,stone,0.09363784333582768
botch,cure,0.08131541387313532
bounder,stone,0.08719686636511238
bother,plague,0.10647232966411706
bovine,light,0.08507031719478438
bounce,rock,0.08976739813470155
bound,light,0.09934809727140262
bottom,stone,0.11910557639131814
bower,shield,0.059048495218522866
bowlful,stone,0.0701809944279674
boycott,shadow,0.11015476387792357
boxful,light,0.05862638903000727
bowl,stone,0.08863769212799147
bout,stone,0.053142729537504416
bowleg,cure,0.1004300754623989
bowls,stone,0.0772855791186548
bow,stone,0.11611699010483896
bragger,cure,0.0433294497441192
bracing,wind,0.08675209244238813
bradbury,star,0.08609773184076916
bra,stone,0.1075384133115993
brag,shield,0.07508909470535485
bradley,shield,0.10582139726735838
braggart,star,0.07830581812722413
brae,rock,0.0997179794173731
brace,stone,0.10525542806381348
brainpan,stone,0.12845897898343006
bracket,stone,0.07982356973136462
brad,stone,0.10179138767776712
brake,sound,0.07148488743198543
braid,rope,0.21914378540995685
bravery,stone,0.08343439633853716
brazilian,light,0.05198888102479784
brazil,shadow,0.05927573147102349
breach,cure,0.1135354123722407
bravo,cure,0.07525571906880854
break,shield,0.08052526270152503
brazilwood,wind,0.07091637921564234
brand,sound,0.08769130191078402
bray,sound,0.17403045138291154
breakaway,shield,0.09695460763405087
breed,sound,0.10521825310080761
brethren,stone,0.07952131352112055
breech,rock,0.10925140300843188
breton,rock,0.05686926688106722
brickfield,flame,0.0679857277727615
brawl,star,0.09010305130502916
bricole,stone,0.07719237726373905
bribe,stone,0.07364604593832698
brief,light,0.11327099602134512
brickyard,shadow,0.04649514635702953
bridget,stone,0.07751542072026418
brew,cure,0.10279119412398952
bregmata,stone,0.0982170793960183
brill,stone,0.10170078986314104
briss,shadow,0.05779217565583655
bridge,light,0.1258961964473209
bristle,stone,0.08318112080940922
bridle,cure,0.09276730621521419
breather,twig,0.0818432355547416
broadcaster,cure,0.06343714157522876
british,light,0.08328364543670484
broadcast,sound,0.08614487462083815
britten,light,0.09100269661452605
broadside,rock,0.16233344020120394
broach,stone,0.11683655403503644
brogue,stone,0.09073244848593623
brook,twig,0.10827949733396257
brooke,stone,0.08481269839685956
broil,flame,0.17790884472046797
brood,shadow,0.10743664109083409
brothel,plague,0.051092806917081485
brim,shadow,0.09587082063282054
brother,shadow,0.07739186266999834
bruin,light,0.07820955541775668
bruce,rock,0.06081715013703617
brooklime,stone,0.07603226357589857
brummagem,light,0.08822936057743443
brummagem,light,0.0841545925011243
brunch,light,0.07059740452800443
brown,light,0.16694008316136727
brushes,stone,0.09359825010328554
brush,light,0.11410626638867713
buckaroo,rock,0.05499192798661496
bucketful,sound,0.08591048064600781
bryan,rock,0.08750326589335143
buckram,rock,0.07931154528675137
buckler,shield,0.330688692456984
brute,light,0.11314667954187856
bruno,stone,0.10077980436197989
bucolic,light,0.10125602223302099
budget,stone,0.06114373198239044
buffet,stone,0.12128451265967655
build,shadow,0.10672775458247138
buck,stone,0.11563483431335113
buff,light,0.13405304133122095
building,cure,0.12712486666844097
buddy,shadow,0.08492956216336152
bulge,wind,0.09106430367897964
bulgarian,rock,0.054669063477885194
bugle,sound,0.09491002615525478
buggy,stone,0.11050776975883721
bugger,stone,0.123180688461022
bullhorn,sound,0.1044050024834251
buffalo,rock,0.09337723818952022
bulk,sound,0.11421784227473601
bubble,shadow,0.09831481656399534
bunce,sound,0.07936876812883624
bumpkin,shadow,0.08002837287534989
bum,shadow,0.11485341855367061
bunkum,shield,0.07885855842481401
bung,stone,0.10005708990198318
bundle,rope,0.1050256279235471
bunch,rope,0.10541753063723974
buckle,flame,0.1042891268542233
buoy,sound,0.11270430717565472
bully,shadow,0.0937360088882618
burgoo,rock,0.06541243016899811
bunk,rock,0.09560447143839555
bulletin,stone,0.0779480507606547
burden,shield,0.1229557976542414
burp,sound,0.26449181301946934
burn,flame,0.36583828162110615
burlesque,light,0.09357667065674137
burnsides,stone,0.06507533657654672
bump,shield,0.10946288752967688
burst,light,0.09145310242930446
buss,light,0.1300888873711379
businessman,stone,0.08244413748031039
burrow,light,0.09412254404867501
bustle,light,0.08833120125143246
butter,stone,0.08508985464402007
buster,light,0.10874345841926322
butterfat,rock,0.07891374742097278
buttermilk,sound,0.05887850729218489
burton,light,0.0587926916569564
buttinsky,sound,0.08383305885692001
butterfingers,light,0.16676686973998017
bust,stone,0.11402778354819137
butt,stone,0.14468509063442384
butterfly,flame,0.06426427664039705
buttress,shield,0.10239796014526933
butcher,shadow,0.0922514519245867
buttonhole,shadow,0.10391543214001654
buyer,stone,0.08722687242227008
bygone,light,0.06675992893709919
cabby,shield,0.06576664101170791
button,stone,0.12194923095289899
cabdriver,shield,0.045404377146509176
bypass,shield,0.06941568968553642
caboodle,cure,0.07968579696151992
cabomba,star,0.09944024794748729
cable,rope,0.27751929214463794
cackle,sound,0.25680430769574214
cad,stone,0.06801667104622128
cabin,stone,0.08331583339185727
cage,shadow,0.10442518346270002
cain,stone,0.08102286912963688
cairene,light,0.07577382376120864
caladium,flame,0.0689132864315677
caitiff,stone,0.08417417498432711
cake,stone,0.11179452083198242
caddy,stone,0.08115259119188838
caisson,stone,0.08588246112790332
california,star,0.08142080593308818
calender,rock,0.08555847141274472
californian,light,0.0812510750038108
callithump,rock,0.10457326363953806
call,light,0.0918311204958867
calm,sound,0.08481759302626089
calvin,rock,0.062312337101163975
campaigner,sound,0.06749824009003659
cambodian,light,0.06256950020764784
can,light,0.1369765262965926
canadian,shadow,0.06917070696634352
cancroid,stone,0.06531825793582569
candlemaker,cure,0.04962580932462899
camper,rock,0.06762292220239396
candys,sound,0.07278520737046702
canada,light,0.06736392745442629
canful,light,0.08221590101804839
camp,stone,0.14307659792319113
cane,stone,0.09997923710039865
cannonade,flame,0.14792145549163632
canine,light,0.08250931887595117
cantabrigian,light,0.059053654809439124
canister,stone,0.08241286506278862
cantaloupe,light,0.08631890875518161
canfield,stone,0.07537495078996817
cant,stone,0.10590136483025324
canvass,cure,0.11140682886319901
canteen,stone,0.12073506481507267
capful,stone,0.08432000737505167
capitalization,rock,0.09893909802585206
captivation,shadow,0.09613499315297441
caper,stone,0.08423370194726593
captive,cure,0.09277791980629566
capturer,twig,0.09139446586396432
capes,sound,0.11061649248341691
car,stone,0.09412781822309721
cardiogram,sound,0.06282539106617739
cardiography,cure,0.10554111235850014
care,sound,0.1318788770596164
carminative,light,0.08333811106089856
carlos,stone,0.058286590020687
carefulness,shield,0.09382271912440515
carissa,stone,0.06255802758750742
carol,rock,0.07106824287522791
carnelian,light,0.13601711019791068
carouse,light,0.07337019807542601
carol,cure,0.0666931551983807
carping,light,0.06335218321912946
caress,light,0.1139930516840122
caroler,stone,0.041953475741833876
carom,shadow,0.0744282923711604
carp,rock,0.09064025894967252
cart,stone,0.09469932420934671
carving,stone,0.13903503718159574
cashier,rock,0.05433654829365096
carver,stone,0.16029276581137034
casper,rock,0.06423702706685733
case,sound,0.11228361149689242
cassie,light,0.09866401729254992
casket,stone,0.09665264632248151
cassie,stone,0.0821716520445694
cascade,stone,0.08257691042847633
castigation,stone,0.0963346981999858
case,shield,0.11455261911351323
catalogue,stone,0.07101806414108285
catcall,stone,0.07769916758820669
catchall,light,0.09847796466979637
catapult,wind,0.10146264566245858
categorem,stone,0.09289478332256303
caterwaul,sound,0.18602322215180928
catechu,stone,0.1032858495188374
cataloguer,star,0.06112145771150351
catmint,stone,0.07455289552793327
catharsis,shadow,0.08790882715161491
cattleman,stone,0.07045038074610518
cautiousness,shield,0.08569328038953455
caution,shield,0.10091559624838142
cave,light,0.08587095004570955
catherine,rock,0.06534966294556925
cavil,light,0.08634412406043734
caveat,stone,0.08456108371692536
ce,stone,0.07213044146069762
caw,sound,0.14445853010505397
cedilla,sound,0.1431077163811233
cavalier,sound,0.07993499745342923
cause,light,0.13361914497334962
celerity,rock,0.05786104738381949
celluloid,rock,0.1121831300103871
celestite,rock,0.09342523198659472
centenarian,stone,0.0483406032445753
cement,rope,0.10704836392709853
censure,sound,0.07487579913560115
center,star,0.10273137742636389
centennial,plague,0.06431002385298178
censor,stone,0.09555582302393036
ceramist,light,0.0726961468733235
cercopithecidae,stone,0.059595148494308046
